id,is_violent_recid,vr_case_number,vr_charge_degree,vr_offense_date,vr_charge_desc
432,0,,,,
434,0,,,,
435,0,,,,
437,0,,,,
438,0,,,,
439,0,,,,
440,0,,,,
441,0,,,,
442,1,15010566CF10A,(F3),2015-08-16,Felony Battery (Dom Strang)
445,0,,,,
446,0,,,,
450,0,,,,
451,0,,,,
452,0,,,,
454,0,,,,
456,0,,,,
457,0,,,,
459,0,,,,
461,0,,,,
462,0,,,,
463,0,,,,
464,0,,,,
465,0,,,,
467,1,13010824MM10A,(M2),2013-06-04,Assault
468,0,,,,
469,0,,,,
474,0,,,,
475,0,,,,
478,0,,,,
480,0,,,,
481,0,,,,
484,0,,,,
485,1,14009712CF10A,(F3),2014-07-15,Felony Battery (Dom Strang)
487,0,,,,
489,1,14017790MM10A,(M1),2014-11-27,Battery
493,0,,,,
494,0,,,,
495,0,,,,
496,0,,,,
497,0,,,,
499,0,,,,
500,0,,,,
501,0,,,,
502,0,,,,
503,0,,,,
504,0,,,,
505,0,,,,
509,0,,,,
510,0,,,,
511,0,,,,
512,0,,,,
516,1,15000254CF10A,(F2),2015-01-06,Robbery / No Weapon
517,0,,,,
518,0,,,,
521,0,,,,
522,0,,,,
523,0,,,,
524,0,,,,
525,0,,,,
526,0,,,,
527,0,,,,
530,0,,,,
531,0,,,,
532,0,,,,
533,0,,,,
537,0,,,,
538,0,,,,
540,0,,,,
541,0,,,,
542,0,,,,
543,1,14007140CF10A,(F3),2014-05-22,Stalking (Aggravated)
545,0,,,,
546,0,,,,
547,0,,,,
548,0,,,,
552,0,,,,
553,0,,,,
557,0,,,,
558,0,,,,
561,0,,,,
563,0,,,,
565,0,,,,
566,0,,,,
567,0,,,,
569,0,,,,
572,0,,,,
573,0,,,,
574,0,,,,
576,0,,,,
579,1,15000864CF10A,(F3),2015-01-20,Robbery Sudd Snatch No Weapon
580,0,,,,
581,0,,,,
584,0,,,,
586,0,,,,
587,0,,,,
588,0,,,,
590,1,14017095CF10A,(M1),2014-12-28,Battery
594,0,,,,
597,0,,,,
598,0,,,,
599,0,,,,
600,0,,,,
601,0,,,,
602,0,,,,
603,0,,,,
604,0,,,,
605,0,,,,
608,0,,,,
609,0,,,,
611,0,,,,
612,1,14015983CF10A,(F2),2014-11-30,Aggravated Battery / Pregnant
613,0,,,,
616,0,,,,
617,0,,,,
621,0,,,,
622,0,,,,
623,0,,,,
624,0,,,,
625,0,,,,
627,0,,,,
628,0,,,,
629,0,,,,
630,0,,,,
633,0,,,,
635,0,,,,
637,0,,,,
638,0,,,,
639,0,,,,
640,0,,,,
641,1,15012389MM10A,(M1),2015-11-29,Battery
643,0,,,,
644,0,,,,
645,0,,,,
646,0,,,,
647,0,,,,
648,0,,,,
649,0,,,,
651,0,,,,
653,0,,,,
654,0,,,,
656,0,,,,
657,0,,,,
659,0,,,,
660,0,,,,
662,0,,,,
664,0,,,,
668,1,13008082CF10A,(F2),2013-06-07,Aggravated Battery
669,0,,,,
673,1,15015390CF10A,(F3),2015-11-27,Battery on a Person Over 65
674,1,14009581MM10A,(M1),2014-06-18,Battery
675,0,,,,
678,0,,,,
679,0,,,,
680,0,,,,
681,0,,,,
684,0,,,,
685,0,,,,
686,0,,,,
687,1,15003795CF10A,(M2),2015-03-20,Assault
688,1,15004896MM10A,(M1),2015-04-06,Battery
689,0,,,,
691,0,,,,
692,0,,,,
693,0,,,,
694,1,14011224MM10A,(M2),2014-07-23,Assault
696,0,,,,
697,0,,,,
700,1,15008298CF10A,(F3),2015-06-27,Felony Battery (Dom Strang)
701,0,,,,
703,0,,,,
704,0,,,,
707,1,15010863CF10A,(M1),2015-08-22,Battery
708,0,,,,
709,0,,,,
711,0,,,,
712,0,,,,
713,0,,,,
715,0,,,,
716,0,,,,
718,1,15012940CF10A,(F2),2015-10-06,Agg Flee/Eluding (Injury/Prop Damage)
720,0,,,,
721,0,,,,
722,0,,,,
724,0,,,,
726,0,,,,
727,0,,,,
728,0,,,,
729,0,,,,
730,0,,,,
731,0,,,,
732,0,,,,
737,1,16001029MM10A,(M1),2016-01-30,Battery
738,1,14012093CF10A,(F3),2014-07-15,Battery on Law Enforc Officer
739,0,,,,
740,0,,,,
743,0,,,,
745,0,,,,
750,0,,,,
752,1,14008675MM10A,(M1),2014-05-31,Battery
753,0,,,,
754,1,14006870MM10A,(M1),2014-04-24,Battery
756,0,,,,
757,0,,,,
758,0,,,,
760,1,15001709CF10A,(F3),2015-02-05,Battery on Law Enforc Officer
762,0,,,,
763,0,,,,
764,0,,,,
765,0,,,,
769,0,,,,
770,0,,,,
771,0,,,,
774,0,,,,
775,0,,,,
779,0,,,,
781,0,,,,
785,0,,,,
786,0,,,,
787,0,,,,
788,0,,,,
789,0,,,,
790,0,,,,
792,0,,,,
793,0,,,,
794,0,,,,
796,0,,,,
798,0,,,,
800,1,13005155CF10A,(F3),2013-04-10,Battery on a Person Over 65
803,0,,,,
804,0,,,,
805,0,,,,
806,0,,,,
807,0,,,,
808,0,,,,
810,0,,,,
812,0,,,,
813,0,,,,
814,1,15008433MM10A,(M1),2015-08-09,Battery
815,0,,,,
817,0,,,,
818,0,,,,
820,0,,,,
821,0,,,,
823,0,,,,
825,1,16002201CF10A,(F2),2016-02-19,Aggrav Battery w/Deadly Weapon
829,0,,,,
830,0,,,,
831,0,,,,
835,0,,,,
836,0,,,,
837,0,,,,
838,0,,,,
840,0,,,,
841,0,,,,
842,0,,,,
843,0,,,,
844,0,,,,
847,0,,,,
848,0,,,,
849,0,,,,
850,1,15008351CF10A,(F2),2015-06-29,Robbery / No Weapon
851,0,,,,
852,1,15006218CF10A,(F3),2015-05-11,Felony Battery (Dom Strang)
853,0,,,,
855,0,,,,
856,0,,,,
857,1,15008803CF10A,(F2),2015-06-30,Aggravated Battery / Pregnant
858,0,,,,
859,0,,,,
861,0,,,,
863,0,,,,
864,0,,,,
867,0,,,,
869,0,,,,
870,1,15005910MM10A,(M1),2015-05-29,Battery
871,0,,,,
872,0,,,,
874,0,,,,
875,0,,,,
879,0,,,,
880,0,,,,
881,0,,,,
882,0,,,,
883,0,,,,
884,0,,,,
886,0,,,,
887,1,14009967MM10A,(M1),2014-06-26,Battery
888,0,,,,
889,0,,,,
890,0,,,,
891,0,,,,
893,0,,,,
895,0,,,,
897,0,,,,
898,0,,,,
899,1,15011037CF10A,(M1),2015-08-26,Battery
900,0,,,,
901,0,,,,
904,0,,,,
905,0,,,,
906,0,,,,
909,0,,,,
913,0,,,,
914,1,15007366CF10A,(F3),2015-06-06,Aggravated Assault w/Firearm
915,0,,,,
916,0,,,,
917,1,16001348MM10A,(M1),2016-02-10,Battery
918,0,,,,
919,0,,,,
921,0,,,,
922,1,16000579CF10A,(F2),2016-01-10,Threaten Throw Destruct Device
923,0,,,,
924,0,,,,
925,0,,,,
926,0,,,,
927,0,,,,
930,0,,,,
932,0,,,,
934,1,13013057CF10A,(F1),2013-09-15,Attempt Murder in the First Degree
935,0,,,,
937,1,14009698CF10A,(F2),2014-07-15,Agg Assault Law Enforc Officer
943,0,,,,
944,0,,,,
945,0,,,,
946,0,,,,
947,0,,,,
948,0,,,,
949,0,,,,
951,0,,,,
953,0,,,,
955,0,,,,
956,1,15008227CF10A,(F1),2015-06-25,Robbery / Weapon
958,0,,,,
959,0,,,,
960,0,,,,
962,0,,,,
963,0,,,,
964,0,,,,
965,0,,,,
967,0,,,,
968,0,,,,
969,0,,,,
971,1,15012748CF10A,(M1),2015-10-02,Battery
973,0,,,,
975,0,,,,
977,0,,,,
978,0,,,,
979,0,,,,
983,1,14002283CF10A,(M1),2014-02-18,Battery
986,0,,,,
987,0,,,,
988,0,,,,
990,0,,,,
991,0,,,,
993,0,,,,
995,0,,,,
996,0,,,,
997,0,,,,
998,1,13014078CF10A,(M1),2013-10-07,Battery
999,1,15004068MM10A,(M1),2015-04-08,Battery
1000,0,,,,
1001,0,,,,
1002,0,,,,
1003,1,15011271CF10A,(F3),2015-08-27,Felony Battery (Dom Strang)
1004,0,,,,
1005,1,15011493CF10A,(F2),2015-09-04,Aggrav Battery w/Deadly Weapon
1006,0,,,,
1007,0,,,,
1008,0,,,,
1009,0,,,,
1014,0,,,,
1015,0,,,,
1016,1,13006811CF10A,(F1),2013-05-10,Attempt Murder in the First Degree
1017,0,,,,
1018,0,,,,
1020,0,,,,
1022,0,,,,
1023,0,,,,
1024,0,,,,
1025,1,14010849MM10A,(M1),2014-06-03,Battery
1026,0,,,,
1027,0,,,,
1030,0,,,,
1031,0,,,,
1032,0,,,,
1034,1,14005510CF10A,(F1),2014-04-20,Carjacking
1036,0,,,,
1037,1,14015415CF10A,(F3),2014-11-15,Aggrav Battery w/Deadly Weapon
1038,0,,,,
1039,0,,,,
1041,0,,,,
1043,0,,,,
1044,0,,,,
1046,0,,,,
1048,0,,,,
1049,0,,,,
1051,0,,,,
1054,0,,,,
1055,1,14005098CF10A,(F3),2014-04-11,Aggravated Assault w/Firearm
1056,0,,,,
1057,0,,,,
1058,0,,,,
1059,0,,,,
1060,0,,,,
1061,0,,,,
1062,0,,,,
1063,0,,,,
1065,1,14013212CF10A,(F1),2014-09-29,Robbery W/Firearm
1066,0,,,,
1068,0,,,,
1069,0,,,,
1070,0,,,,
1072,0,,,,
1073,0,,,,
1076,0,,,,
1077,0,,,,
1079,1,13022826MM10A,(M1),2013-11-14,Battery
1081,0,,,,
1082,0,,,,
1084,0,,,,
1086,0,,,,
1087,1,15010287MM10A,(M1),2015-09-30,Battery
1088,0,,,,
1089,0,,,,
1092,0,,,,
1093,0,,,,
1094,1,15015010CF10A,(F2),2015-11-19,Agg Battery Grt/Bod/Harm
1096,0,,,,
1097,0,,,,
1099,0,,,,
1101,0,,,,
1103,0,,,,
1105,0,,,,
1106,0,,,,
1107,0,,,,
1109,0,,,,
1110,0,,,,
1111,0,,,,
1118,0,,,,
1119,1,15015308CF10A,(F2),2015-11-27,Agg Flee/Eluding (Injury/Prop Damage)
1120,0,,,,
1121,0,,,,
1122,0,,,,
1123,0,,,,
1125,0,,,,
1127,0,,,,
1128,0,,,,
1129,0,,,,
1130,0,,,,
1131,0,,,,
1132,0,,,,
1135,0,,,,
1136,0,,,,
1138,0,,,,
1140,0,,,,
1141,0,,,,
1142,0,,,,
1143,0,,,,
1144,0,,,,
1145,0,,,,
1146,0,,,,
1149,0,,,,
1150,0,,,,
1151,0,,,,
1152,0,,,,
1153,0,,,,
1156,0,,,,
1157,0,,,,
1158,0,,,,
1159,0,,,,
1160,0,,,,
1162,0,,,,
1163,0,,,,
1165,0,,,,
1166,1,14013852CF10A,(M2),2014-10-13,Assault
1167,0,,,,
1169,0,,,,
1170,0,,,,
1171,0,,,,
1172,0,,,,
1173,0,,,,
1176,0,,,,
1177,0,,,,
1179,0,,,,
1181,0,,,,
1186,0,,,,
1187,1,15001387CF10A,(F2),2014-11-26,Robbery Sudd Snatch w/Weapon
1191,0,,,,
1192,0,,,,
1193,0,,,,
1194,0,,,,
1195,0,,,,
1196,0,,,,
1197,0,,,,
1198,0,,,,
1200,0,,,,
1202,1,14004969MM10A,(M1),2014-03-21,Battery
1204,0,,,,
1205,0,,,,
1206,0,,,,
1207,1,14016260CF10A,(F3),2014-12-07,Aggravated Assault W/Dead Weap
1208,0,,,,
1209,0,,,,
1212,1,14008243MM10A,(M1),2014-04-24,Battery
1213,0,,,,
1215,0,,,,
1216,0,,,,
1217,0,,,,
1219,0,,,,
1220,0,,,,
1221,0,,,,
1222,0,,,,
1223,1,13007558CF10A,(F3),2013-05-26,Aggravated Assault W/dead Weap
1225,0,,,,
1227,0,,,,
1228,0,,,,
1229,0,,,,
1230,0,,,,
1231,0,,,,
1233,0,,,,
1234,0,,,,
1235,1,14005324CF10A,(F1),2014-04-16,Agg Battery Law Enforc Officer
1237,0,,,,
1238,1,15006260CF10A,(F3),2015-05-13,Battery on Law Enforc Officer
1239,0,,,,
1240,0,,,,
1241,0,,,,
1242,0,,,,
1243,0,,,,
1244,0,,,,
1246,0,,,,
1247,0,,,,
1248,0,,,,
1250,0,,,,
1252,0,,,,
1253,1,15001010CF10A,(F1),2015-01-22,Robbery W/Firearm
1254,0,,,,
1255,1,14014319CF10A,(F3),2014-08-29,Burglary With Assault/battery
1256,1,14008632CF10A,(F2),2014-06-21,Agg Battery Grt/Bod/Harm
1257,1,15004778MM10A,(M1),2015-04-27,Battery
1258,1,13008294CF10A,(F3),2013-06-11,Felony Battery w/Prior Convict
1259,1,15010738CF10A,(F2),2015-08-19,Robbery / No Weapon
1260,0,,,,
1261,0,,,,
1262,0,,,,
1268,0,,,,
1269,0,,,,
1271,0,,,,
1272,1,15002624MM10A,(M1),2015-03-04,Battery
1274,0,,,,
1275,0,,,,
1276,0,,,,
1280,0,,,,
1281,0,,,,
1282,0,,,,
1283,0,,,,
1286,0,,,,
1290,1,13018515MM10A,(M1),2013-09-29,Battery
1292,0,,,,
1293,0,,,,
1295,0,,,,
1296,0,,,,
1297,0,,,,
1298,0,,,,
1300,0,,,,
1303,0,,,,
1304,0,,,,
1305,0,,,,
1306,1,13009034CF10A,(F6),2013-05-05,Murder in the First Degree
1310,0,,,,
1313,1,13005513CF10A,(F3),2013-04-17,Threat Public Servant
1314,0,,,,
1315,0,,,,
1318,1,15011067CF10A,(F3),2015-05-03,Felony Battery w/Prior Convict
1320,0,,,,
1321,0,,,,
1323,0,,,,
1324,0,,,,
1325,0,,,,
1326,0,,,,
1328,0,,,,
1329,0,,,,
1330,0,,,,
1331,0,,,,
1332,0,,,,
1334,0,,,,
1335,0,,,,
1336,0,,,,
1341,0,,,,
1342,0,,,,
1343,0,,,,
1344,0,,,,
1345,0,,,,
1346,0,,,,
1347,0,,,,
1348,0,,,,
1349,0,,,,
1351,1,13014307MM10A,(M1),2013-07-28,Battery
1352,0,,,,
1353,0,,,,
1354,0,,,,
1356,0,,,,
1358,0,,,,
1360,1,15004977CF10A,(F3),2015-03-29,Felony Battery (Dom Strang)
1361,0,,,,
1363,0,,,,
1366,0,,,,
1367,0,,,,
1368,1,15010874CF10A,(F2),2015-08-23,Agg Fleeing/Eluding High Speed
1369,0,,,,
1370,0,,,,
1372,0,,,,
1375,0,,,,
1376,0,,,,
1377,0,,,,
1379,0,,,,
1380,0,,,,
1382,0,,,,
1384,0,,,,
1385,1,13017293CF10A,(M1),2013-12-10,Burglary Dwelling Assault/Batt
1388,0,,,,
1393,0,,,,
1395,1,14012837CF10A,(F3),2014-09-22,Felony Battery (Dom Strang)
1396,1,14013915CF10A,(F3),2014-10-15,Battery on Law Enforc Officer
1397,0,,,,
1399,0,,,,
1402,0,,,,
1403,1,13017258CF10A,(M1),2013-12-13,Battery
1408,0,,,,
1410,0,,,,
1411,0,,,,
1412,0,,,,
1418,0,,,,
1419,0,,,,
1422,0,,,,
1424,0,,,,
1427,1,15015672CF10A,(F2),2015-12-07,Throw Deadly Missile Into Veh
1428,0,,,,
1429,0,,,,
1430,0,,,,
1431,0,,,,
1433,0,,,,
1435,0,,,,
1436,1,14015889MM10A,(M1),2014-11-03,Battery
1438,0,,,,
1439,0,,,,
1441,0,,,,
1443,0,,,,
1445,1,13012253CF10A,(F2),2013-07-16,Strong Armed  Robbery
1446,0,,,,
1447,0,,,,
1448,0,,,,
1452,0,,,,
1455,0,,,,
1456,0,,,,
1458,0,,,,
1460,0,,,,
1461,0,,,,
1462,0,,,,
1463,0,,,,
1464,1,15006900MM10A,(M1),2015-06-27,Battery
1467,0,,,,
1470,1,13010754MM10A,(M1),2013-06-04,Battery
1471,1,15010952CF10A,(F3),2015-08-22,Felony Battery (Dom Strang)
1472,0,,,,
1473,1,15010096CF10A,(F2),2015-05-20,Agg Battery Grt/Bod/Harm
1474,0,,,,
1475,0,,,,
1479,0,,,,
1481,0,,,,
1482,0,,,,
1483,0,,,,
1484,0,,,,
1485,1,15012709MM10A,(M1),2015-11-11,Battery
1486,0,,,,
1488,0,,,,
1490,0,,,,
1491,0,,,,
1496,1,16002777CF10A,(F1),2016-03-04,Burglary With Assault/battery
1497,0,,,,
1498,0,,,,
1499,0,,,,
1501,0,,,,
1505,0,,,,
1506,0,,,,
1508,0,,,,
1509,0,,,,
1511,0,,,,
1512,0,,,,
1513,1,14011625CF10A,(F2),2014-05-25,Aggravated Battery / Pregnant
1515,0,,,,
1516,0,,,,
1517,1,14015078CF10A,(F2),2014-11-07,Agg Assault Law Enforc Officer
1518,0,,,,
1520,0,,,,
1522,0,,,,
1523,0,,,,
1526,0,,,,
1529,1,15011417MM10A,(M1),2015-10-29,Battery
1530,0,,,,
1531,0,,,,
1532,0,,,,
1533,0,,,,
1534,0,,,,
1535,0,,,,
1536,0,,,,
1538,0,,,,
1540,0,,,,
1541,0,,,,
1542,1,13008151CF10A,(F3),2013-06-08,Child Abuse
1543,0,,,,
1545,0,,,,
1548,0,,,,
1549,1,14011919CF10A,(F3),2014-05-18,Aggravated Assault w/Firearm
1550,0,,,,
1551,0,,,,
1553,0,,,,
1554,0,,,,
1556,1,14002766CF10A,(F3),2014-02-26,Robbery Sudd Snatch No Weapon
1557,0,,,,
1558,0,,,,
1559,0,,,,
1560,0,,,,
1562,0,,,,
1563,0,,,,
1565,0,,,,
1566,0,,,,
1568,0,,,,
1569,0,,,,
1571,0,,,,
1572,0,,,,
1573,0,,,,
1575,0,,,,
1576,0,,,,
1577,0,,,,
1578,0,,,,
1581,0,,,,
1584,0,,,,
1587,0,,,,
1588,0,,,,
1590,1,15000453MM10A,(M1),2014-12-08,Battery
1591,0,,,,
1594,0,,,,
1595,0,,,,
1596,0,,,,
1597,0,,,,
1599,0,,,,
1601,0,,,,
1602,0,,,,
1604,0,,,,
1605,0,,,,
1606,0,,,,
1607,0,,,,
1608,0,,,,
1611,0,,,,
1613,0,,,,
1615,0,,,,
1618,0,,,,
1620,0,,,,
1622,0,,,,
1623,0,,,,
1624,0,,,,
1625,1,14009181MM10A,(M1),2014-06-10,Battery
1626,0,,,,
1627,0,,,,
1629,0,,,,
1630,0,,,,
1631,1,15003313MM10A,(M1),2015-03-20,Battery
1632,0,,,,
1634,0,,,,
1637,0,,,,
1638,0,,,,
1639,0,,,,
1640,0,,,,
1642,0,,,,
1643,0,,,,
1644,0,,,,
1645,0,,,,
1646,0,,,,
1648,0,,,,
1651,1,13007610CF10A,(F3),2013-05-28,Battery on Law Enforc Officer
1652,0,,,,
1653,0,,,,
1655,1,14002053CF10A,(F2),2014-02-13,Aggravated Battery / Pregnant
1656,0,,,,
1657,0,,,,
1658,0,,,,
1660,1,13003421CF10A,(F1),2013-03-06,Robbery W/Deadly Weapon
1663,0,,,,
1664,0,,,,
1665,0,,,,
1666,0,,,,
1667,0,,,,
1668,0,,,,
1669,0,,,,
1670,1,14001386CF10A,(F1),2014-01-30,Aggrav Child Abuse-Causes Harm
1672,0,,,,
1673,1,14011195MM10A,(M1),2014-06-13,Assault On Law Enforc Officer
1674,0,,,,
1676,0,,,,
1678,0,,,,
1680,0,,,,
1681,0,,,,
1682,0,,,,
1683,1,15001791CF10A,(F3),2015-01-01,Child Abuse
1684,0,,,,
1685,0,,,,
1686,1,16000543MM10A,(M1),2016-01-16,Battery
1688,0,,,,
1689,0,,,,
1691,0,,,,
1692,0,,,,
1696,0,,,,
1697,0,,,,
1698,0,,,,
1699,0,,,,
1700,0,,,,
1701,0,,,,
1702,0,,,,
1704,0,,,,
1705,0,,,,
1706,1,14011982MM10A,(M1),2014-08-06,Battery
1707,0,,,,
1709,0,,,,
1710,0,,,,
1711,0,,,,
1714,0,,,,
1715,1,15006683MM10A,(M1),2015-06-21,Battery
1716,0,,,,
1717,0,,,,
1718,1,13014216CF10A,(F3),2013-10-10,Aggravated Assault W/Dead Weap
1719,0,,,,
1724,1,15009771MO10A,(MO3),2015-09-04,Battery
1725,0,,,,
1727,0,,,,
1728,0,,,,
1729,0,,,,
1730,0,,,,
1731,0,,,,
1733,0,,,,
1734,0,,,,
1735,0,,,,
1736,0,,,,
1737,0,,,,
1741,0,,,,
1742,0,,,,
1746,0,,,,
1747,0,,,,
1749,0,,,,
1750,0,,,,
1752,0,,,,
1754,0,,,,
1755,0,,,,
1756,1,14012699MM10A,(M1),2014-08-23,Battery
1757,0,,,,
1759,1,14003946CF10A,(F3),2014-03-20,Robbery Sudd Snatch No Weapon
1760,0,,,,
1764,0,,,,
1765,0,,,,
1768,0,,,,
1770,0,,,,
1771,0,,,,
1772,0,,,,
1774,0,,,,
1776,0,,,,
1777,1,15009884MM10A,(M1),2015-09-18,Battery
1780,0,,,,
1781,0,,,,
1783,0,,,,
1786,0,,,,
1787,0,,,,
1788,0,,,,
1791,0,,,,
1792,1,15007467CF10A,(F2),2015-03-19,Neglect Child / Bodily Harm
1794,0,,,,
1795,0,,,,
1796,0,,,,
1797,1,15006946MM10A,(M1),2015-06-28,Battery
1798,1,15007322CF10A,(F3),2015-04-01,Aggravated Assault W/Dead Weap
1800,0,,,,
1801,0,,,,
1803,0,,,,
1804,0,,,,
1805,0,,,,
1806,0,,,,
1809,1,14013733CF10A,(F2),2014-10-11,Robbery / No Weapon
1810,0,,,,
1815,0,,,,
1816,0,,,,
1817,0,,,,
